date,lithium,nickel,platinum,cobalt,copper,cobalt_norm,Copper_pink,Platinum_pink,Nickel_pink
2021-03-01,85196.12259652175,16406.66043478261,1181.0,52414.67391304348,8988.247826086958,115554575.72861958,8988.25,1181.0,16406.66
2021-04-01,89693.1530009091,16521.25,1208.136363636364,49020.7,9324.8175,108072144.068234,9324.82,1208.81,16521.25
2021-05-01,94471.27044809524,17602.1025,1212.095238095238,44214.85,10166.285,97477058.449907,10161.97,1214.0,17577.06
2021-06-01,96521.50791363636,17979.56590909091,1124.0,44149.36363636364,9631.5,97332685.73133273,9631.5,1124.0,17979.57
2021-07-01,95767.61461818182,18818.51136363636,1087.045454545455,51649.02272727273,9450.820454545456,113866603.80543955,9450.82,1086.48,18818.51
2021-08-01,103970.1406418182,19141.29666666667,1007.5,51640.5,9370.138571428572,113847814.40811001,9370.14,1008.73,19141.3
2021-09-01,122714.9005,19376.875,975.1818181818182,51797.90909090909,9324.709545454543,114194842.05052182,9324.71,973.19,19376.88
2021-10-01,142293.4406904762,19362.39285714286,1017.095238095238,54779.28571428571,9829.219047619048,120767652.39315714,9829.22,1017.1,19362.39
2021-11-01,163563.7530090909,19932.86318181818,1035.772727272727,60412.5,9728.904545454545,133186764.03075,9728.9,1038.05,19932.86
2021-12-01,184429.3076173913,20015.54857142857,945.2608695652174,69347.19047619047,9551.18,152884384.7572581,9551.18,944.59,20015.55
2022-01-01,266260.8506142857,22355.4,993.7619047619048,70527.05,9782.3375,155485529.75187102,9782.34,994.15,22355.4
2022-02-01,341140.047585,24015.55,1049.4,71573.6,9943.175,157792777.554832,9943.17,1049.4,24015.55
2022-03-01,473185.8825478261,33924.17647058824,1043.260869565217,80457.4347826087,10230.89391304348,177378280.66891393,10230.89,1043.26,33924.18
2022-04-01,490008.1789809524,33133.80952380952,963.7142857142856,81790.38095238095,10174.34761904762,180316923.9460362,10161.38,965.0,33132.74
2022-05-01,453228.8572181818,28228.88681818182,958.2727272727273,77721.36363636365,9395.027272727271,171346276.32997274,9377.15,958.38,28062.55
2022-06-01,443656.2049090909,25877.06818181818,954.0909090909092,72057.72727272726,9067.55181818182,158860095.49124545,9024.46,956.59,25658.63
2022-07-01,441052.3354380952,21481.89285714286,870.0,55713.2380952381,7544.809523809524,122826664.93820763,7544.81,869.25,21481.89
2022-08-01,435305.331326087,22034.89130434783,908.9565217391304,49308.82608695652,7990.812173913043,108707353.35695043,7981.84,908.65,22057.39
2022-09-01,418813.4928227273,22773.96636363636,878.9545454545455,51515.40909090909,7746.011363636364,113572036.16037181,7746.01,881.24,22773.97
2022-10-01,409005.5056571429,22032.89285714286,914.6666666666669,51509.2380952381,7651.082857142857,113558431.44372763,7651.08,914.67,22032.89
2022-11-01,409954.0166772727,25562.69772727273,989.0,51504.59090909091,8049.861363636364,113548186.15202819,8049.86,989.05,25562.7
2022-12-01,421882.4549409091,28985.92045454545,1006.454545454545,51497.77272727273,8371.091363636364,113533154.63416456,8375.4,1010.95,28946.81
2023-01-01,430097.8227818182,28271.49090909091,1052.5,48874.36363636364,9007.346363636363,107749527.61083274,9037.95,1053.25,28194.61
2023-02-01,416103.53512,26727.95,958.85,36615.0125,8936.587,80722284.78908275,8936.59,958.85,26727.95
2023-03-01,354118.3082695652,23288.60826086957,970.608695652174,33865.13043478261,8856.310869565217,74659832.58577217,8856.31,970.61,23288.61
2023-04-01,289990.748865,23770.7995,1048.1,34498.75,8809.1575,76056724.611725,8809.42,1050.74,23894.56
2023-05-01,224371.317926087,22134.78260869565,1059.173913043478,33139.63043478261,8243.156086956522,73060378.87496218,8217.47,1062.73,21970.39
2023-06-01,264872.0279454545,21233.27818181818,970.6363636363636,29350.63636363636,8396.517727272727,64707076.838667266,8396.52,970.64,21233.28
2023-07-01,268325.5716809524,21091.2619047619,947.0,32982.29761904762,8476.679047619047,72713519.39052452,8476.68,950.42,21091.26
2023-08-01,248534.4317217391,20446.35826086957,925.0434782608696,32980.65217391304,8347.828260869564,72709891.80496086,8349.13,925.0,20438.65
2023-09-01,207135.5084809524,19644.64285714286,922.7619047619048,32981.88095238095,8276.71380952381,72712600.79776618,8276.71,920.9,19644.64
2023-10-01,179183.3216590909,18264.03545454545,891.3636363636364,32982.75,7941.355909090909,72714516.719805,7937.18,891.9,18281.23
2023-11-01,169803.6390409091,17027.36363636364,906.9090909090908,33003.72727272727,8189.587727272727,72760763.68976545,8189.59,905.75,17027.36
2023-12-01,150633.2850095238,16443.52380952381,946.6666666666669,30025.66666666667,8407.900476190476,66195263.91391335,8399.94,935.47,16460.84
2024-01-01,122568.0850217391,16111.66695652174,929.3478260869564,28691.42391304348,8351.339565217391,63253762.15870457,8338.88,925.86,16103.83
2024-02-01,121638.0524142857,16338.46428571429,894.2857142857143,28271.04761904762,8304.950476190475,62326991.07204953,8304.95,894.29,16338.46
2024-03-01,124285.9050285714,17397.36047619048,908.6666666666669,28282.35714285714,8692.819047619048,62351924.30406143,8689.13,908.75,17438.83
2024-04-01,124327.2883681818,18132.36409090909,940.2727272727273,27997.06818181818,9445.593636363636,61722969.807318635,9464.43,940.18,18163.95
2024-05-01,124404.9609782609,19576.54652173913,1014.95652173913,27440.23913043478,10117.16347826087,60495371.88516565,10139.33,1014.68,19586.98
2024-06-01,121502.490755,17498.0075,984.775,26825.4,9648.167,59139883.63054801,9648.17,985.08,17498.01
2024-07-01,114426.5757043478,16334.8752173913,981.2173913043478,26401.21739130435,9385.31304347826,58204721.05640697,9385.31,978.8,16334.88
2024-08-01,107474.5133181818,16303.28772727273,944.0,25111.34090909091,8981.117727272727,55361030.18671319,8971.96,945.36,16292.12
2024-09-01,103653.0490190476,16167.67761904762,964.8571428571428,24080.35714285714,9259.128571428571,53088100.054821424,9237.48,966.7,16076.74
2024-10-01,102664.2511347826,16765.80347826087,998.9130434782608,24229.21739130435,9533.991304347826,53416280.725766964,9533.99,998.91,16765.8
2024-11-01,99543.68902380952,15726.94761904762,962.8571428571428,24292.2619047619,9075.727142857144,53555270.086202376,9075.73,965.53,15723.06
2024-12-01,96533.88027181818,15438.65636363636,935.6363636363636,24300.0,8909.907727272726,53572329.666,8916.32,937.88,15444.89
2025-01-01,91267.27120391304,15374.06086956522,947.695652173913,23779.95652173913,8976.68043478261,52425830.050442606,8991.41,949.23,15394.14
2025-02-01,90862.0400435,15287.031,978.25,21721.075,9330.975,47886773.275716506,9330.6,978.25,15288.09
2025-03-01,89546.10487428571,16048.2019047619,980.047619047619,31534.71428571429,9735.823333333332,69522144.42952287,9739.68,980.05,16065.69
2025-04-01,85250.20191,15146.00227272727,958.2727272727273,33313.63636363636,9172.695909090908,73443996.28172727,9176.8,958.81,15113.29
2025-05-01,82233.826185,15350.40318181818,1020.636363636364,33260.34090909091,9531.200909090909,73326499.91709319,9532.98,979.5,15345.79
2025-06-01,77075.40465857142,15003.10761904762,1239.52380952381,32964.78571428571,9835.068095238095,72674912.24916714,9835.07,1251.48,15003.11
2025-07-01,77346.04119826086,15034.01869565217,1390.739130434783,32895.14130434783,9770.580434782609,72521372.60766153,9770.58,1390.99,15034.02
2025-08-01,81553.94802095238,14948.05666666667,1333.666666666667,32895.97619047619,9671.875714285714,72523213.21650524,9669.56,1342.53,14949.25
2025-09-01,84644.21118636364,15103.18363636364,1430.272727272727,33482.06818181818,9994.773181818182,73815324.87801863,9983.79,1434.91,15105.64
2025-10-01,82990.07994478261,15092.11434782609,1617.695652173913,43145.73913043478,10739.91826086957,95120072.44357565,10739.91,1615.55,15092.12
2025-11-01,85629.7223035,14670.7685,1563.65,48138.85,10812.028,106127997.610787,10812.03,1564.79,14670.77
2025-12-01,95256.61168,14879.03,1897.608695652174,51872.69318181818,11790.96409090909,114359712.74895613,11785.25,1893.43,14883.99
2026-01-01,131371.4684090909,17710.86363636364,2414.363636363636,55500.13636363636,12986.60681818182,122356856.04035728,13012.0,2433.83,17768.5
2026-02-01,149174.50071,17173.1035,2140.85,55858.175,12951.345,123146196.11691852,12951.35,2137.33,17173.1
2026-03-01,155400.7472318182,17076.29272727273,2054.090909090909,55849.36363636364,12528.70954545455,123126770.38533273,12528.71,2046.01,17076.29
